시도,시군구,성별,총계,거주(F-2),국민배우자(F-2-1),영주(F-5),국민배우자(F-5-2),결혼이민(F-6),국민배우자(F-6-1),자녀양육(F-6-2),혼인단절(F-6-3)
서울특별시,강동구,여,728,40,40,165,165,523,507,3,13
서울특별시,강북구,계,904,30,30,168,168,706,680,9,17
서울특별시,강북구,남,139,2,2,22,22,115,111,2,2
서울특별시,강북구,여,765,28,28,146,146,591,569,7,15
서울특별시,강서구,계,"1,484",22,22,288,288,"1,174","1,154",7,13
서울특별시,강서구,남,310,1,1,36,36,273,271,1,1
서울특별시,강서구,여,"1,174",21,21,252,252,901,883,6,12
서울특별시,관악구,계,"1,654",24,24,308,308,"1,322","1,269",12,41
서울특별시,관악구,남,455,1,1,61,61,393,385,1,7
서울특별시,관악구,여,"1,199",23,23,247,247,929,884,11,34
서울특별시,광진구,계,"1,076",23,23,252,252,801,767,12,22
서울특별시,광진구,남,246,1,1,52,52,193,190,1,2
서울특별시,광진구,여,830,22,22,200,200,608,577,11,20
서울특별시,구로구,계,"2,367",45,45,422,422,"1,900","1,816",26,58
서울특별시,구로구,남,833,9,9,92,92,732,713,9,10
서울특별시,구로구,여,"1,534",36,36,330,330,"1,168","1,103",17,48
서울특별시,금천구,계,"1,506",39,39,281,281,"1,186","1,124",30,32
서울특별시,금천구,남,471,4,4,54,54,413,406,4,3
서울특별시,금천구,여,"1,035",35,35,227,227,773,718,26,29
서울특별시,노원구,계,942,22,22,231,231,689,676,5,8
서울특별시,노원구,남,185,5,5,27,27,153,152,0,1
서울특별시,노원구,여,757,17,17,204,204,536,524,5,7
서울특별시,도봉구,계,639,23,23,114,114,502,485,10,7
서울특별시,도봉구,남,105,2,2,15,15,88,88,0,0
서울특별시,도봉구,여,534,21,21,99,99,414,397,10,7
서울특별시,동대문구,계,"1,120",51,51,215,215,854,813,9,32
서울특별시,동대문구,남,246,5,5,39,39,202,198,2,2
서울특별시,동대문구,여,874,46,46,176,176,652,615,7,30
서울특별시,동작구,계,965,18,18,205,205,742,713,13,16
서울특별시,동작구,남,267,1,1,43,43,223,214,5,4
서울특별시,동작구,여,698,17,17,162,162,519,499,8,12
서울특별시,마포구,계,987,11,11,227,227,749,732,7,10
서울특별시,마포구,남,268,1,1,48,48,219,217,1,1
서울특별시,마포구,여,719,10,10,179,179,530,515,6,9
서울특별시,서대문구,계,744,18,18,189,189,537,525,5,7
서울특별시,서대문구,남,170,1,1,30,30,139,136,1,2
서울특별시,서대문구,여,574,17,17,159,159,398,389,4,5
서울특별시,서초구,계,604,12,12,143,143,449,446,1,2
서울특별시,서초구,남,199,1,1,38,38,160,160,0,0
서울특별시,서초구,여,405,11,11,105,105,289,286,1,2
서울특별시,성동구,계,869,25,25,197,197,647,617,11,19
서울특별시,성동구,남,228,1,1,41,41,186,182,2,2
서울특별시,성동구,여,641,24,24,156,156,461,435,9,17
서울특별시,성북구,계,"1,065",32,32,209,209,824,790,20,14
서울특별시,성북구,남,208,2,2,35,35,171,166,3,2
서울특별시,성북구,여,857,30,30,174,174,653,624,17,12
서울특별시,송파구,계,"1,121",24,24,227,227,870,856,5,9
서울특별시,송파구,남,281,5,5,48,48,228,226,1,1
서울특별시,송파구,여,840,19,19,179,179,642,630,4,8
서울특별시,양천구,계,999,36,36,190,190,773,749,9,15
서울특별시,양천구,남,218,7,7,30,30,181,177,2,2
서울특별시,양천구,여,781,29,29,160,160,592,572,7,13
서울특별시,영등포구,계,"2,296",57,57,356,356,"1,883","1,805",30,48
서울특별시,영등포구,남,873,10,10,84,84,779,759,16,4
서울특별시,영등포구,여,"1,423",47,47,272,272,"1,104","1,046",14,44
서울특별시,용산구,계,"1,126",23,23,294,294,809,773,21,15
서울특별시,용산구,남,520,5,5,111,111,404,396,5,3
서울특별시,용산구,여,606,18,18,183,183,405,377,16,12
서울특별시,은평구,계,"1,167",16,16,272,272,879,863,7,9
서울특별시,은평구,남,219,5,5,47,47,167,166,1,0
서울특별시,은평구,여,948,11,11,225,225,712,697,6,9
서울특별시,종로구,계,554,21,21,118,118,415,386,5,24
서울특별시,종로구,남,161,4,4,29,29,128,127,0,1
서울특별시,종로구,여,393,17,17,89,89,287,259,5,23
서울특별시,중구,계,543,18,18,118,118,407,388,7,12
서울특별시,중구,남,143,3,3,29,29,111,110,1,0
서울특별시,중구,여,400,15,15,89,89,296,278,6,12
서울특별시,중랑구,계,"1,127",42,42,211,211,874,847,4,23
서울특별시,중랑구,남,170,2,2,28,28,140,136,1,3
서울특별시,중랑구,여,957,40,40,183,183,734,711,3,20
세종특별자치시,소계,계,604,8,8,106,106,490,478,7,5
세종특별자치시,소계,남,83,0,0,16,0,67,0,0,0
세종특별자치시,소계,여,521,8,0,90,0,423,0,0,0
울산광역시,소계,계,"3,358",57,57,584,584,"2,717","2,583",56,78
울산광역시,소계,남,425,1,0,65,0,359,0,0,0
울산광역시,소계,여,"2,933",56,0,519,0,"2,358",0,0,0
울산광역시,남구,계,810,14,14,173,173,623,579,14,30
울산광역시,남구,남,120,0,0,26,26,94,88,3,3
울산광역시,남구,여,690,14,14,147,147,529,491,11,27
울산광역시,동구,계,579,11,11,92,92,476,455,12,9
울산광역시,동구,남,84,1,1,7,7,76,73,2,1
울산광역시,동구,여,495,10,10,85,85,400,382,10,8
울산광역시,북구,계,539,8,8,80,80,451,434,9,8
울산광역시,북구,남,57,0,0,8,8,49,46,2,1
울산광역시,북구,여,482,8,8,72,72,402,388,7,7
울산광역시,울주군,계,793,11,11,129,129,653,631,12,10
울산광역시,울주군,남,97,0,0,15,15,82,79,2,1
울산광역시,울주군,여,696,11,11,114,114,571,552,10,9
울산광역시,중구,계,637,13,13,110,110,514,484,9,21
울산광역시,중구,남,67,0,0,9,9,58,56,0,2
울산광역시,중구,여,570,13,13,101,101,456,428,9,19
인천광역시,소계,계,"9,294",181,181,"1,639","1,639","7,474","7,130",136,208
인천광역시,소계,남,"1,653",12,0,209,0,"1,432",0,0,0
인천광역시,소계,여,"7,641",169,0,"1,430",0,"6,042",0,0,0
인천광역시,강화군,계,178,5,5,25,25,148,145,1,2
인천광역시,강화군,남,11,0,0,2,2,9,8,0,1
인천광역시,강화군,여,167,5,5,23,23,139,137,1,1
인천광역시,계양구,계,896,25,25,173,173,698,674,6,18
인천광역시,계양구,남,114,0,0,9,9,105,104,1,0
인천광역시,계양구,여,782,25,25,164,164,593,570,5,18
인천광역시,남구,계,"1,336",35,35,224,224,"1,077","1,023",19,35
인천광역시,남구,남,175,4,4,19,19,152,148,0,4
인천광역시,남구,여,"1,161",31,31,205,205,925,875,19,31
인천광역시,남동구,계,"1,651",31,31,271,271,"1,349","1,297",20,32
인천광역시,남동구,남,329,2,2,41,41,286,279,1,6
인천광역시,남동구,여,"1,322",29,29,230,230,"1,063","1,018",19,26
인천광역시,동구,계,192,3,3,41,41,148,141,1,6
인천광역시,동구,남,23,1,1,3,3,19,18,0,1
인천광역시,동구,여,169,2,2,38,38,129,123,1,5
인천광역시,부평구,계,"1,994",39,39,352,352,"1,603","1,514",29,60
인천광역시,부평구,남,443,3,3,52,52,388,376,4,8
인천광역시,부평구,여,"1,551",36,36,300,300,"1,215","1,138",25,52
인천광역시,서구,계,"1,613",26,26,269,269,"1,318","1,275",25,18
인천광역시,서구,남,273,1,1,34,34,238,233,3,2
인천광역시,서구,여,"1,340",25,25,235,235,"1,080","1,042",22,16
인천광역시,연수구,계,850,8,8,168,168,674,625,30,19
인천광역시,연수구,남,199,0,0,41,41,158,151,4,3
인천광역시,연수구,여,651,8,8,127,127,516,474,26,16
인천광역시,옹진군,계,29,1,1,0,0,28,28,0,0
인천광역시,옹진군,남,0,0,0,0,0,0,0,0,0
인천광역시,옹진군,여,29,1,1,0,0,28,28,0,0
인천광역시,중구,계,555,8,8,116,116,431,408,5,18
인천광역시,중구,남,86,1,1,8,8,77,74,1,2
인천광역시,중구,여,469,7,7,108,108,354,334,4,16
전라남도,소계,계,"6,809",194,194,"1,029","1,029","5,586","5,444",63,79
전라남도,소계,남,249,2,0,58,0,189,0,0,0
전라남도,소계,여,"6,560",192,0,971,0,"5,397",0,0,0
전라남도,강진군,계,153,1,1,24,24,128,123,1,4
전라남도,강진군,남,2,0,0,1,1,1,1,0,0
전라남도,강진군,여,151,1,1,23,23,127,122,1,4
전라남도,고흥군,계,221,11,11,10,10,200,196,2,2
전라남도,고흥군,남,5,0,0,0,0,5,5,0,0
전라남도,고흥군,여,216,11,11,10,10,195,191,2,2
전라남도,곡성군,계,128,4,4,23,23,101,98,1,2
전라남도,곡성군,남,1,0,0,0,0,1,1,0,0
전라남도,곡성군,여,127,4,4,23,23,100,97,1,2
전라남도,광양시,계,549,10,10,111,111,428,413,6,9
전라남도,광양시,남,28,0,0,6,6,22,22,0,0
전라남도,광양시,여,521,10,10,105,105,406,391,6,9
전라남도,구례군,계,111,3,3,25,25,83,82,1,0
전라남도,구례군,남,3,0,0,0,0,3,3,0,0
전라남도,구례군,여,108,3,3,25,25,80,79,1,0
전라남도,나주시,계,410,15,15,74,74,321,311,6,4
전라남도,나주시,남,19,0,0,6,6,13,13,0,0
전라남도,나주시,여,391,15,15,68,68,308,298,6,4
전라남도,담양군,계,182,6,6,19,19,157,154,2,1
전라남도,담양군,남,6,0,0,1,1,5,5,0,0
전라남도,담양군,여,176,6,6,18,18,152,149,2,1
전라남도,목포시,계,687,18,18,113,113,556,539,5,12
전라남도,목포시,남,37,0,0,7,7,30,30,0,0
전라남도,목포시,여,650,18,18,106,106,526,509,5,12
전라남도,무안군,계,305,6,6,43,43,256,253,2,1
전라남도,무안군,남,5,0,0,1,1,4,4,0,0
전라남도,무안군,여,300,6,6,42,42,252,249,2,1
전라남도,보성군,계,165,15,15,12,12,138,138,0,0
전라남도,보성군,남,1,0,0,1,1,0,0,0,0
전라남도,보성군,여,164,15,15,11,11,138,138,0,0
전라남도,순천시,계,644,31,31,115,115,498,488,4,6
전라남도,순천시,남,46,2,2,12,12,32,32,0,0
전라남도,순천시,여,598,29,29,103,103,466,456,4,6
전라남도,신안군,계,170,6,6,6,6,158,157,0,1
전라남도,신안군,남,0,0,0,0,0,0,0,0,0
전라남도,신안군,여,170,6,6,6,6,158,157,0,1
전라남도,여수시,계,838,10,10,182,182,646,623,13,10
전라남도,여수시,남,31,0,0,7,7,24,22,2,0
전라남도,여수시,여,807,10,10,175,175,622,601,11,10
전라남도,영광군,계,227,4,4,30,30,193,189,3,1
전라남도,영광군,남,6,0,0,3,3,3,3,0,0
전라남도,영광군,여,221,4,4,27,27,190,186,3,1
전라남도,영암군,계,414,6,6,43,43,365,343,13,9
전라남도,영암군,남,39,0,0,6,6,33,32,0,1
전라남도,영암군,여,375,6,6,37,37,332,311,13,8
전라남도,완도군,계,234,2,2,23,23,209,206,1,2
전라남도,완도군,남,2,0,0,0,0,2,2,0,0
전라남도,완도군,여,232,2,2,23,23,207,204,1,2
전라남도,장성군,계,219,5,5,24,24,190,187,1,2
전라남도,장성군,남,4,0,0,0,0,4,4,0,0
전라남도,장성군,여,215,5,5,24,24,186,183,1,2
전라남도,장흥군,계,206,9,9,23,23,174,172,1,1
전라남도,장흥군,남,2,0,0,0,0,2,2,0,0
전라남도,장흥군,여,204,9,9,23,23,172,170,1,1
전라남도,진도군,계,150,5,5,9,9,136,135,0,1
전라남도,진도군,남,1,0,0,1,1,0,0,0,0
전라남도,진도군,여,149,5,5,8,8,136,135,0,1
전라남도,함평군,계,156,4,4,21,21,131,125,1,5
전라남도,함평군,남,1,0,0,0,0,1,1,0,0
전라남도,함평군,여,155,4,4,21,21,130,124,1,5
전라남도,해남군,계,349,16,16,33,33,300,296,0,4
전라남도,해남군,남,4,0,0,1,1,3,2,0,1
전라남도,해남군,여,345,16,16,32,32,297,294,0,3
전라남도,화순군,계,291,7,7,66,66,218,216,0,2
전라남도,화순군,남,6,0,0,5,5,1,1,0,0
전라남도,화순군,여,285,7,7,61,61,217,215,0,2
전라북도,소계,계,"5,957",150,150,996,996,"4,811","4,669",55,87
전라북도,소계,남,331,3,0,35,0,293,0,0,0
전라북도,소계,여,"5,626",147,0,961,0,"4,518",0,0,0
전라북도,고창군,계,294,13,13,47,47,234,232,0,2
전라북도,고창군,남,1,0,0,0,0,1,1,0,0
전라북도,고창군,여,293,13,13,47,47,233,231,0,2
전라북도,군산시,계,935,16,16,148,148,771,740,9,22
전라북도,군산시,남,64,0,0,4,4,60,58,1,1
전라북도,군산시,여,871,16,16,144,144,711,682,8,21
전라북도,김제시,계,348,10,10,45,45,293,282,2,9
전라북도,김제시,남,15,1,1,2,2,12,11,0,1
전라북도,김제시,여,333,9,9,43,43,281,271,2,8
전라북도,남원시,계,362,9,9,57,57,296,287,4,5
전라북도,남원시,남,9,0,0,0,0,9,9,0,0
전라북도,남원시,여,353,9,9,57,57,287,278,4,5
전라북도,무주군,계,118,7,7,21,21,90,89,0,1
전라북도,무주군,남,2,0,0,0,0,2,2,0,0
전라북도,무주군,여,116,7,7,21,21,88,87,0,1
전라북도,부안군,계,229,6,6,40,40,183,182,1,0
전라북도,부안군,남,3,0,0,0,0,3,3,0,0
전라북도,부안군,여,226,6,6,40,40,180,179,1,0
전라북도,순창군,계,162,6,6,39,39,117,115,0,2
전라북도,순창군,남,2,0,0,0,0,2,2,0,0
전라북도,순창군,여,160,6,6,39,39,115,113,0,2
전라북도,완주군,계,379,8,8,48,48,323,319,3,1
전라북도,완주군,남,12,0,0,3,3,9,9,0,0
전라북도,완주군,여,367,8,8,45,45,314,310,3,1
전라북도,익산시,계,971,20,20,182,182,769,734,14,21
전라북도,익산시,남,78,1,1,7,7,70,68,0,2
전라북도,익산시,여,893,19,19,175,175,699,666,14,19
전라북도,임실군,계,134,9,9,12,12,113,112,1,0
전라북도,임실군,남,3,0,0,0,0,3,3,0,0
전라북도,임실군,여,131,9,9,12,12,110,109,1,0
전라북도,장수군,계,122,5,5,24,24,93,92,0,1
전라북도,장수군,남,3,0,0,0,0,3,3,0,0
전라북도,장수군,여,119,5,5,24,24,90,89,0,1
전라북도,전주시 덕진구,계,634,6,6,114,114,514,501,9,4
전라북도,전주시 덕진구,남,48,0,0,8,8,40,39,0,1
전라북도,전주시 덕진구,여,586,6,6,106,106,474,462,9,3
전라북도,전주시 완산구,계,691,20,20,124,124,547,528,5,14
전라북도,전주시 완산구,남,64,1,1,9,9,54,54,0,0
전라북도,전주시 완산구,여,627,19,19,115,115,493,474,5,14
전라북도,정읍시,계,447,12,12,68,68,367,356,7,4
전라북도,정읍시,남,22,0,0,2,2,20,20,0,0
전라북도,정읍시,여,425,12,12,66,66,347,336,7,4
전라북도,진안군,계,131,3,3,27,27,101,100,0,1
전라북도,진안군,남,5,0,0,0,0,5,5,0,0
전라북도,진안군,여,126,3,3,27,27,96,95,0,1
제주특별자치도,소계,계,"2,330",31,31,405,405,"1,894","1,840",30,24
제주특별자치도,소계,남,302,0,0,56,0,246,0,0,0
제주특별자치도,소계,여,"2,028",31,0,349,0,"1,648",0,0,0
제주특별자치도,서귀포시,계,687,6,6,91,91,590,576,9,5
제주특별자치도,서귀포시,남,74,0,0,14,14,60,59,1,0
제주특별자치도,서귀포시,여,613,6,6,77,77,530,517,8,5
제주특별자치도,제주시,계,"1,643",25,25,314,314,"1,304","1,264",21,19
제주특별자치도,제주시,남,228,0,0,42,42,186,183,3,0
제주특별자치도,제주시,여,"1,415",25,25,272,272,"1,118","1,081",18,19
충청남도,소계,계,"7,965",156,156,"1,477","1,477","6,332","6,081",84,167
충청남도,소계,남,707,4,0,115,0,588,0,0,0
충청남도,소계,여,"7,258",152,0,"1,362",0,"5,744",0,0,0
충청남도,계룡시,계,60,2,2,10,10,48,46,1,1
충청남도,계룡시,남,6,0,0,2,2,4,4,0,0
충청남도,계룡시,여,54,2,2,8,8,44,42,1,1
충청남도,공주시,계,443,15,15,56,56,372,363,3,6
충청남도,공주시,남,34,0,0,4,4,30,29,0,1
충청남도,공주시,여,409,15,15,52,52,342,334,3,5
충청남도,금산군,계,300,9,9,34,34,257,246,4,7
충청남도,금산군,남,6,0,0,0,0,6,5,0,1
충청남도,금산군,여,294,9,9,34,34,251,241,4,6
충청남도,논산시,계,485,12,12,58,58,415,397,4,14
충청남도,논산시,남,28,0,0,3,3,25,25,0,0
충청남도,논산시,여,457,12,12,55,55,390,372,4,14
충청남도,당진군,계,29,7,7,8,8,14,14,0,0
충청남도,당진군,남,1,1,1,0,0,0,0,0,0
충청남도,당진군,여,28,6,6,8,8,14,14,0,0
충청남도,당진시,계,697,3,3,166,166,528,505,3,20
충청남도,당진시,남,49,0,0,13,13,36,33,0,3
충청남도,당진시,여,648,3,3,153,153,492,472,3,17
충청남도,보령시,계,356,8,8,43,43,305,288,8,9
충청남도,보령시,남,15,1,1,2,2,12,12,0,0
충청남도,보령시,여,341,7,7,41,41,293,276,8,9
충청남도,부여군,계,324,13,13,33,33,278,274,2,2
충청남도,부여군,남,5,0,0,0,0,5,5,0,0
충청남도,부여군,여,319,13,13,33,33,273,269,2,2
충청남도,서산시,계,635,14,14,142,142,479,461,3,15
충청남도,서산시,남,52,0,0,10,10,42,40,0,2
충청남도,서산시,여,583,14,14,132,132,437,421,3,13
충청남도,서천군,계,188,9,9,22,22,157,155,0,2
충청남도,서천군,남,2,0,0,0,0,2,1,0,1
충청남도,서천군,여,186,9,9,22,22,155,154,0,1
충청남도,아산시,계,"1,310",22,22,271,271,"1,017",966,18,33
충청남도,아산시,남,190,0,0,32,32,158,155,1,2
충청남도,아산시,여,"1,120",22,22,239,239,859,811,17,31
충청남도,연기군,계,0,0,0,0,0,0,0,0,0
충청남도,연기군,남,0,0,0,0,0,0,0,0,0
충청남도,연기군,여,0,0,0,0,0,0,0,0,0
충청남도,예산군,계,317,5,5,35,35,277,270,3,4
충청남도,예산군,남,19,0,0,3,3,16,16,0,0
충청남도,예산군,여,298,5,5,32,32,261,254,3,4
충청남도,천안시 동남구,계,958,15,15,214,214,729,695,13,21
충청남도,천안시 동남구,남,130,2,2,20,20,108,103,0,5
충청남도,천안시 동남구,여,828,13,13,194,194,621,592,13,16
충청남도,천안시 서북구,계,"1,158",8,8,281,281,869,832,14,23
충청남도,천안시 서북구,남,145,0,0,21,21,124,122,2,0
충청남도,천안시 서북구,여,"1,013",8,8,260,260,745,710,12,23
충청남도,청양군,계,145,3,3,8,8,134,128,3,3
충청남도,청양군,남,1,0,0,0,0,1,1,0,0
충청남도,청양군,여,144,3,3,8,8,133,127,3,3
충청남도,태안군,계,209,2,2,32,32,175,168,3,4
충청남도,태안군,남,3,0,0,0,0,3,2,0,1
충청남도,태안군,여,206,2,2,32,32,172,166,3,3
충청남도,홍성군,계,351,9,9,64,64,278,273,2,3
충청남도,홍성군,남,21,0,0,5,5,16,16,0,0
충청남도,홍성군,여,330,9,9,59,59,262,257,2,3
충청북도,소계,계,"4,817",106,106,814,814,"3,897","3,774",43,80
충청북도,소계,남,491,2,0,72,0,417,0,0,0
충청북도,소계,여,"4,326",104,0,742,0,"3,480",0,0,0
충청북도,괴산군,계,141,3,3,26,26,112,111,0,1
충청북도,괴산군,남,7,0,0,1,1,6,5,0,1
충청북도,괴산군,여,134,3,3,25,25,106,106,0,0
충청북도,단양군,계,92,4,4,17,17,71,71,0,0
충청북도,단양군,남,3,0,0,0,0,3,3,0,0
충청북도,단양군,여,89,4,4,17,17,68,68,0,0
충청북도,보은군,계,148,4,4,19,19,125,121,2,2
충청북도,보은군,남,3,0,0,0,0,3,3,0,0
충청북도,보은군,여,145,4,4,19,19,122,118,2,2
충청북도,영동군,계,177,13,13,28,28,136,134,2,0
충청북도,영동군,남,7,0,0,0,0,7,7,0,0
충청북도,영동군,여,170,13,13,28,28,129,127,2,0
충청북도,옥천군,계,199,5,5,27,27,167,161,2,4
충청북도,옥천군,남,11,0,0,5,5,6,6,0,0
충청북도,옥천군,여,188,5,5,22,22,161,155,2,4
충청북도,음성군,계,614,7,7,94,94,513,497,3,13
충청북도,음성군,남,58,0,0,7,7,51,48,0,3
충청북도,음성군,여,556,7,7,87,87,462,449,3,10
충청북도,제천시,계,363,5,5,55,55,303,294,4,5
충청북도,제천시,남,34,1,1,7,7,26,25,1,0
충청북도,제천시,여,329,4,4,48,48,277,269,3,5
충청북도,증평군,계,191,1,1,44,44,146,139,4,3
충청북도,증평군,남,16,0,0,2,2,14,13,0,1
충청북도,증평군,여,175,1,1,42,42,132,126,4,2
충청북도,진천군,계,408,3,3,70,70,335,321,5,9
충청북도,진천군,남,51,0,0,3,3,48,45,0,3
충청북도,진천군,여,357,3,3,67,67,287,276,5,6
충청북도,청원군,계,222,8,8,68,68,146,146,0,0
충청북도,청원군,남,17,0,0,7,7,10,10,0,0
충청북도,청원군,여,205,8,8,61,61,136,136,0,0
충청북도,청주시 상당구,계,397,14,14,78,78,305,298,2,5
충청북도,청주시 상당구,남,29,1,1,6,6,22,22,0,0
충청북도,청주시 상당구,여,368,13,13,72,72,283,276,2,5
충청북도,청주시 서원구,계,216,3,3,31,31,182,175,3,4
충청북도,청주시 서원구,남,30,0,0,5,5,25,25,0,0
충청북도,청주시 서원구,여,186,3,3,26,26,157,150,3,4
충청북도,청주시 청원구,계,318,2,2,50,50,266,258,2,6
충청북도,청주시 청원구,남,48,0,0,7,7,41,41,0,0
충청북도,청주시 청원구,여,270,2,2,43,43,225,217,2,6
충청북도,청주시 흥덕구,계,732,23,23,123,123,586,560,11,15
충청북도,청주시 흥덕구,남,102,0,0,12,12,90,88,1,1
충청북도,청주시 흥덕구,여,630,23,23,111,111,496,472,10,14
충청북도,충주시,계,599,11,11,84,84,504,488,3,13
충청북도,충주시,남,75,0,0,10,10,65,63,0,2
충청북도,충주시,여,524,11,11,74,74,439,425,3,11
