시군명,사고구분명,다발지식별자,다발지역그룹식별자,법정동코드,지점번호,관할경찰서,위치정보,발생건수,사상자수,사망자수,중상자수,경상자수,부상자신고자수,경도,위도,폴리곤정보
안성시,무단횡단사고다발지현황,6345337,2017081,4155011700,131041001,경기 안성1,경기도 안성시 서인동((중앙로) 부근),6,7,1,3,3,0,127.2688899,37.0060148,"{""type"":""Polygon"",""coordinates"":[[[126.93214592673229,37.484502854455357],[126.93213850739215,37.484345702275355],[126.93211392998292,37.484189662819489],[126.93207237903519,37.484035924052371],[126.93201417154242,37.483885656541247],[126.93193975250784,37.483740003520374],[126.93184968595422,37.483600072736408],[126.93174465835486,37.483466931057869],[126.9316254696989,37.483341589110502],[126.93149302668955,37.483225003048595],[126.93134833607279,37.483118059201438],[126.93119250127091,37.483021570453282],[126.9310267065691,37.48293627346478],[126.93085221495647,37.482862815143768],[126.93067035227288,37.482801755274508],[126.93048250500381,37.482753559297549],[126.93029010109655,37.482718592810279],[126.93009460656371,37.482697122452898],[126.92989750629349,37.482689311309841],[126.92970030291562,37.482695219806047],[126.92950449534349,37.482714801998249],[126.92931157422642,37.482747909158306],[126.92912300838837,37.482794288806033],[126.92894023235586,37.482853589155049],[126.92876463618909,37.482925358161452],[126.92859755752642,37.483009048892313],[126.92844026795954,37.483104026669523],[126.92829396400761,37.483209566320454],[126.92815975796711,37.483324865652619],[126.9280386733675,37.483449048134155],[126.92793163024,37.483581166426312],[126.92783944499985,37.483720217704374],[126.92776281688587,37.483865141787909],[126.9277023301034,37.484014836472781],[126.9276584469939,37.4841681629051],[126.92763149892157,37.484323953648357],[126.92762169184904,37.484481022624593],[126.92762910172689,37.484638175907953],[126.92765367106198,37.484794216214652],[126.92769521220333,37.484947956439377],[126.92775341181436,37.485098225986832],[126.92782782513125,37.485243881560827],[126.92791788495296,37.485383814419613],[126.92802290834928,37.485516960324439],[126.92814209434798,37.485642305839079],[126.92827453745087,37.485758895607674],[126.92841922755039,37.485865843172071],[126.92857506459852,37.485962335551264],[126.92874086311105,37.486047635968866],[126.92891536111395,37.486121097418255],[126.92909722921445,37.486182160003963],[126.9292850841213,37.486230358219046],[126.92947749652406,37.486265326392697],[126.92967300128304,37.486286797838929],[126.92987010984744,37.486294608522705],[126.93006732380492,37.486288700731237],[126.93026313945118,37.486269117688181],[126.93045606924356,37.486236009065053],[126.9306446429634,37.48618962738103],[126.93082742697572,37.486130324489785],[126.93100302761914,37.486058552496345],[126.93117011047804,37.4859748584405],[126.93132740270208,37.485879877096032],[126.93147370882258,37.485774333749333],[126.93160791311833,37.485659030689],[126.93172899547159,37.485534844576421],[126.9318360347953,37.485402721953847],[126.93192821590041,37.485263668459638],[126.93200483633535,37.485118741648769],[126.93206531548007,37.484969044725716],[126.93210919122508,37.484815716612488],[126.93213612907125,37.484659924780409],[126.93214592673229,37.484502854455357]]]}"
용인시,무단횡단사고다발지현황,6345525,2017081,4146310100,131741002,경기 용인동부2,경기도 용인시 기흥구 신갈동(상갈교사거리 부근),5,6,0,4,1,1,127.1056617,37.26994172,"{""type"":""Polygon"",""coordinates"":[[[127.43603099329984,36.326295878946461],[127.43602264200565,36.326138724360241],[127.43599739605632,36.325982757074506],[127.43595544844014,36.325829164516961],[127.43589711582499,36.325679113439428],[127.43582284412683,36.325533748118445],[127.43573319960682,36.325394174123481],[127.43562886218812,36.32526145290516],[127.43551062768719,36.325136595487052],[127.4353793944522,36.325020550739637],[127.4352361633634,36.3249142035788],[127.43508202335957,36.32481836233783],[127.43491814698424,36.324733756062031],[127.43474578147786,36.324661029095999],[127.43456623987123,36.324600735671027],[127.43438088762409,36.324553332686612],[127.43419113482676,36.324519182411997],[127.43399842618308,36.324498544367628],[127.43380422875775,36.324491576220652],[127.4336100186145,36.32449832927017],[127.43341727524481,36.324518753853638],[127.43322746597856,36.324552693928766],[127.4330420337287,36.324599891574053],[127.43286238919673,36.324659986082239],[127.43268990195595,36.324732522068338],[127.43252588263053,36.324816946753913],[127.43237158066341,36.32491261717697],[127.43222816871547,36.325018805590915],[127.43209674043365,36.325134704871232],[127.43197829485123,36.325259431209609],[127.43187373303418,36.325392036732197],[127.43178385139376,36.325531511297335],[127.43170933498999,36.325676794210551],[127.43165074861086,36.325826780528907],[127.43160854010728,36.325980326471097],[127.43158303034848,36.326136265638645],[127.43157441433114,36.326293410819005],[127.43158275559546,36.326450564800425],[127.43160799289514,36.326606532997289],[127.43164993350463,36.326760127954195],[127.43170825877685,36.326910180168014],[127.43178252301664,36.327055548004857],[127.43187216349806,36.327195125820708],[127.43197649711357,36.327327850271246],[127.43209472927562,36.327452711136893],[127.43222596059378,36.327568758540274],[127.43236919355235,36.327675110163867],[127.43252333584937,36.327770954859687],[127.43268721598508,36.327855564379647],[127.43285958549136,36.32792829337837],[127.43303913452219,36.327988590241951],[127.43322449408669,36.328035994385701],[127.43341425386994,36.328070146182469],[127.43360697115109,36.328090785165202],[127.43380117860214,36.328097754539804],[127.43399539654848,36.328091000290748],[127.43418814856784,36.328070574796143],[127.43437796706827,36.328036633224421],[127.43456340666108,36.327989434442891],[127.4347430564239,36.32792933651605],[127.43491554993005,36.327856798513416],[127.43507957305867,36.327772370595596],[127.43523387736462,36.327676696724993],[127.43537728900266,36.327570503850751],[127.43550871764147,36.327454601912009],[127.43562716093066,36.327329872118789],[127.43573171898737,36.327197263352062],[127.43582159440112,36.327057784949872],[127.43589610560822,36.326912499500857],[127.43595468466997,36.326762512023116],[127.43599688396012,36.326608963656021],[127.43602238508147,36.326453023550108],[127.43603099329984,36.326295878946461]]]}"
연천군,무단횡단사고다발지현황,6345645,2017081,4180025321,281241001,경기 연천1,경기도 연천군 전곡읍(서울장여관 부근),5,5,0,5,0,0,127.0688001,38.02494646,"{""type"":""Polygon"",""coordinates"":[[[127.15044936286063,36.809780433890261],[127.15044154459129,36.809623275271399],[127.15041672301588,36.809467262012824],[127.15037508454404,36.809313581884517],[127.1503169468274,36.809163405006281],[127.1502427543208,36.80901787301751],[127.15015306932683,36.80887809544614],[127.15004857542584,36.808745134394677],[127.14993006851326,36.808620002712274],[127.14979845012878,36.808503651355998],[127.14965472073709,36.808396967569571],[127.14949997642172,36.808300762254767],[127.14933539320266,36.808215767222165],[127.14916222481978,36.808142629777642],[127.14898178706429,36.808081907268587],[127.14879545557156,36.808034059867005],[127.14860464675367,36.807999453218869],[127.14841081335096,36.807978351220065],[127.14821543099963,36.807970912371552],[127.14801998587893,36.807977195152127],[127.14782596466267,36.807997149875604],[127.14763484439655,36.808030626773999],[127.14744808019493,36.808077370551885],[127.14726709177532,36.808137023951723],[127.14709325894418,36.808209134951404],[127.14692790255421,36.808293154002214],[127.14677228223131,36.808388441232516],[127.14662758065664,36.808494271808669],[127.14649490130063,36.808609841335326],[127.14637525271606,36.808734268511806],[127.14626954511643,36.808866607740832],[127.14617858364042,36.809005850909919],[127.14610306156558,36.809150939990303],[127.14604355132934,36.809300768811809],[127.1460005078189,36.809454198396587],[127.14597425938277,36.809610060537132],[127.14596500329303,36.809767168599855],[127.14597281242241,36.8099243274606],[127.14599762511327,36.810080341587501],[127.14603925522592,36.8102340231843],[127.14609738536276,36.81038420208656],[127.14617157129918,36.810529736593303],[127.14626125093233,36.810669517100195],[127.14636574084464,36.810802481415493],[127.14648424526199,36.810927616590845],[127.14661586272037,36.811043971563073],[127.14675959278337,36.811150658978619],[127.14691433934694,36.811246867825396],[127.14707892632283,36.811331866185519],[127.14725209985703,36.811405006652009],[127.14743254400187,36.811465731785681],[127.14761888292766,36.811513581334729],[127.14780969999667,36.811548189587967],[127.14800354221772,36.811569292600744],[127.14819893368671,36.811576731841264],[127.14839438794736,36.811570448818848],[127.14858841804818,36.81155049322701],[127.14877954667352,36.811517014860122],[127.14896631845494,36.811470269058255],[127.14914731344473,36.811410613140389],[127.14932115163667,36.811338499205199],[127.14948651201529,36.811254476890568],[127.14964213483344,36.811159186167309],[127.14978683733422,36.811053351975175],[127.14991951601891,36.810937778819429],[127.15003916235531,36.810813348110983],[127.15014486619808,36.810681005554422],[127.1502358225228,36.810541759363353],[127.15031133820831,36.810396667658402],[127.15037084101145,36.810246836689402],[127.15041387627079,36.810093405499501],[127.15044011588854,36.809937542345033],[127.15044936286063,36.809780433890261]]]}"
부천시,무단횡단사고다발지현황,6345420,2017081,4119010800,132641001,경기 부천원미1,경기도 부천시 중동(먹거리삼거리 부근),9,9,0,3,6,0,126.7767131,37.50122909,"{""type"":""Polygon"",""coordinates"":[[[126.90000907759213,35.179273539798068],[126.90000187410645,35.17911632686193],[126.89997800974352,35.178960227943527],[126.89993766586032,35.178806431471969],[126.89988115025371,35.17865610575722],[126.89980889167927,35.178510397160231],[126.89972144106589,35.178370413869082],[126.89961946496362,35.178237220457376],[126.89950373680222,35.178111831530174],[126.89937514027037,35.177995200020028],[126.89923465285504,35.177888215303327],[126.89908334263916,35.177791690562152],[126.8989223639292,35.177706360058878],[126.89875293862636,35.177632873635062],[126.89857635846442,35.177571791313696],[126.89839396639562,35.177523575994449],[126.89820714998402,35.177488596127006],[126.89801733158467,35.177467117547899],[126.89782595626015,35.177459304322859],[126.89763447863901,35.177465214173402],[126.89744435738872,35.177484803859706],[126.89725703878629,35.177517923688661],[126.89707394900137,35.177564321983624],[126.89689648092789,35.177623644116615],[126.89672598534189,35.177695440578773],[126.8965637588439,35.177779164214236],[126.8964110361206,35.177874177393974],[126.89626898112088,35.177979757380804],[126.89613867383876,35.178095101672142],[126.89602110480263,35.178219330676377],[126.89591717168716,35.178351500318158],[126.89582766282633,35.178490603758235],[126.89575326041961,35.178635583130166],[126.8956945316978,35.178785335806914],[126.89565192229122,35.178938719776873],[126.89562575720483,35.179094569878579],[126.89561623640881,35.179251699581265],[126.89562343036219,35.17940891178268],[126.89564728650494,35.179565011465051],[126.89568762263166,35.179718810170634],[126.8957441312009,35.179869136843863],[126.89581638365117,35.180014847772405],[126.89590382923964,35.180154834697298],[126.89600580158202,35.180288031158518],[126.89612152735624,35.180413423360122],[126.89625012295267,35.180530057368301],[126.89639061089311,35.180637046408393],[126.8965419230984,35.18073357448943],[126.89670290629313,35.180818908154592],[126.89687233518532,35.180892396548401],[126.89704892117352,35.180953482281836],[126.89723132005673,35.181001698766806],[126.89741814404412,35.181036680195824],[126.89760797055705,35.181058159783213],[126.897799355378,35.181065974339759],[126.89799084034831,35.181060063409689],[126.89818096981878,35.181040472959403],[126.89836829617104,35.181007351798115],[126.89855139299334,35.180960952544623],[126.89872886719765,35.180901627178422],[126.89889936889347,35.180829828891341],[126.89906159805308,35.180746102200892],[126.89921432316363,35.180651085746753],[126.89935637911201,35.180545501458582],[126.89948668585572,35.180430154647155],[126.89960425290252,35.180305922303056],[126.89970818263136,35.180173749504867],[126.89979768681796,35.180034642285968],[126.89987208339176,35.179889660403639],[126.89993080529909,35.179739906561217],[126.89997340713659,35.179586520127991],[126.89999956410941,35.179430669018011],[126.90000907759213,35.179273539798068]]]}"
부천시,무단횡단사고다발지현황,6345496,2017081,4119011000,132341002,경기 부천소사2,경기도 부천시 소사본동(없음 인근),4,4,0,3,1,0,126.7929315,37.47870029,"{""type"":""Polygon"",""coordinates"":[[[126.94905093718538,37.505580654179973],[126.94904348087913,37.505423503320728],[126.94901886189693,37.50526746760039],[126.94897726508528,37.505113734955451],[126.94891900778703,37.504963475906479],[126.9488445353916,37.504817832721606],[126.94875441230727,37.504677915770102],[126.94864932546467,37.504544788216577],[126.94853007527699,37.504419464177552],[126.94839756894253,37.504302896072602],[126.94825281366869,37.504195972791621],[126.94809691337029,37.504099507062008],[126.94793105285069,37.504014232672297],[126.94775649557988,37.503940799055272],[126.94757456789687,37.503879765807497],[126.94738665680234,37.503831595469428],[126.94719419070871,37.5037966561407],[126.94699863497098,37.503775214249295],[126.9468014783408,37.503767430883464],[126.9466042204857,37.503773367141918],[126.94640836187072,37.503792975974363],[126.94621539352063,37.503826110245669],[126.94602678461875,37.503872517269265],[126.94584396890809,37.503931842348123],[126.9456683401158,37.504003635963329],[126.94550123274334,37.504087350978644],[126.9453439197527,37.504182349839319],[126.94519759668937,37.504287909904264],[126.9450633793807,37.504403228841696],[126.94494228807729,37.504527427257244],[126.94483524396523,37.504659561294865],[126.9447430623638,37.504798624406064],[126.94466644584188,37.504943559935057],[126.94460597515166,37.505093262877381],[126.94456211250626,37.5052465952174],[126.9445351924988,37.505402389489859],[126.94452541749311,37.505559459573909],[126.94453286433456,37.505716610639062],[126.94455747410348,37.50587264720901],[126.94459906223337,37.506026381321547],[126.94465731164523,37.506176642411475],[126.94473177718909,37.506322288148588],[126.9448218946651,37.506462208086177],[126.9449269773128,37.506595338968836],[126.94504622484661,37.506720666578879],[126.94517873014878,37.506837238388258],[126.94532348604338,37.506944165394529],[126.94547938859661,37.507040634757054],[126.94564525293664,37.50712591257696],[126.94581981547741,37.507199349317219],[126.94600174971987,37.507260385286386],[126.94618966846383,37.507308557861279],[126.94638214306461,37.507343498874349],[126.94657770790869,37.507364941846419],[126.94677487396768,37.507372725656353],[126.94697214128759,37.507366789192034],[126.94716800911584,37.507347179509935],[126.9473609861477,37.507314043771039],[126.94754960293599,37.507267634706508],[126.9477324254982,37.507208307075359],[126.94790805989884,37.507136510474105],[126.94807517146619,37.507052792129663],[126.94823248711067,37.506957789697964],[126.94837881120628,37.506852225928576],[126.94851302789422,37.506736903265875],[126.94863411694283,37.506612701217414],[126.94874115723438,37.506480563749591],[126.9488333335659,37.50634149751513],[126.94890994352836,37.506196559264787],[126.94897040656915,37.506046854085604],[126.94901426070739,37.505893520061242],[126.9490411716085,37.505737724708176],[126.94905093718538,37.505580654179973]]]}"
부천시,무단횡단사고다발지현황,6345445,2017081,4119510700,132641002,경기 부천원미2,경기도 부천시 원미구 역곡동(역곡남부역사거리 부근),6,7,0,2,4,1,126.8119487,37.48516983,"{""type"":""Polygon"",""coordinates"":[[[126.90797009379139,35.143039518277305],[126.90796287714103,35.142882305658908],[126.90793900710723,35.142726207332501],[126.90789866509012,35.142572411722689],[126.90784215885208,35.142422089830994],[126.90776991709778,35.142276385291233],[126.90768249062739,35.142136406260548],[126.90758054579355,35.142003219076599],[126.90746485689355,35.141877837400969],[126.90733630402448,35.141761214996443],[126.90719586764592,35.141654238488215],[126.90704461543329,35.141557723694106],[126.90688369797205,35.141472403882958],[126.90671433997704,35.141398929732951],[126.90653783159082,35.141337858470074],[126.90635551519998,35.141289655608034],[126.90616877779313,35.141254689501828],[126.90597904113693,35.141233224086776],[126.9057877496718,35.141225423328393],[126.90559635736929,35.141231347551638],[126.9054063222668,35.14125095070905],[126.90521909108378,35.141284083010426],[126.90503608602661,35.141330494464526],[126.90485870262945,35.141389830359323],[126.90468828994601,35.141461638377699],[126.90452614392674,35.141545373973976],[126.90437349865236,35.14164039852642],[126.90423151747518,35.141745990112732],[126.90410127984767,35.141861343444035],[126.90398377684647,35.141985581563411],[126.90387990236445,35.142117759408094],[126.90379044756848,35.142256870994373],[126.90371609316163,35.142401856591768],[126.90365740600895,35.142551613525768],[126.90361483140494,35.142705002450576],[126.9035886941092,35.142860855468768],[126.90357919387992,35.143017986027324],[126.9035864010005,35.143175199715749],[126.903610262836,35.14333129790495],[126.90365059711814,35.143485094846724],[126.90370709632617,35.143635418597384],[126.90377933196248,35.143781126368346],[126.90386675343225,35.143921107226632],[126.90396869561299,35.144054297462084],[126.90408438213254,35.144179682408101],[126.9042129329596,35.144296309104206],[126.90435336987811,35.144403288127805],[126.9045046251769,35.144499806262267],[126.90466554602105,35.144585129224971],[126.90483490758649,35.144658607143633],[126.90501142180372,35.144719680010773],[126.90519374608949,35.144767884941537],[126.90538048995546,35.1448028535021],[126.90557023471806,35.144824319020927],[126.90576153567103,35.144832120206942],[126.90595293530133,35.144826195804598],[126.90614297860218,35.144806592784391],[126.90633021862442,35.144773458254775],[126.90651322961386,35.144727044936317],[126.90669061911589,35.144667707613671],[126.90686103791079,35.144595895969736],[126.90702318768088,35.144512157327341],[126.90717583423799,35.144417129499111],[126.90731781634635,35.144311535419178],[126.90744805454472,35.144196177774553],[126.90756555555753,35.144071936320209],[126.90766942555886,35.143939755318591],[126.90775887567355,35.143800641761608],[126.90783322426252,35.1436556527566],[126.90789190461803,35.143505893759283],[126.90793447165859,35.14335250327639],[126.90796060084797,35.14319665015443],[126.90797009379139,35.143039518277305]]]}"
고양시,무단횡단사고다발지현황,6345632,2017081,4128110600,280341001,경기 고양1,경기도 고양시 덕양구 성사동((아이마트 안경콘택트앞) 부근),6,7,0,4,3,0,126.8370311,37.65609646,"{""type"":""Polygon"",""coordinates"":[[[129.10841322888072,35.190972055503067],[129.1084017748741,35.190815048760314],[129.10837369567253,35.190659459278521],[129.10832920471989,35.190506471610874],[129.10826864131241,35.190357247895989],[129.10819246506998,35.190212926128794],[129.10810125780949,35.190074603907938],[129.10799571135789,35.189943333189099],[129.10787663070235,35.189820113031772],[129.10774492067077,35.189705882564709],[129.10760158571799,35.189601510171087],[129.10744771558115,35.189507790074082],[129.10728448074599,35.189425435185818],[129.10711312357557,35.189355072718456],[129.10693494940392,35.189297237992783],[129.10675131330939,35.189252371909902],[129.10656361230724,35.189220814744822],[129.10637327548901,35.189202807179655],[129.1061817518769,35.189198486858878],[129.10599049718101,35.189207884959053],[129.10580096841946,35.189230931669691],[129.10561460844394,35.189267450988794],[129.10543283393656,35.189317164487932],[129.10525702779802,35.189379695018843],[129.10508853034918,35.189454565927633],[129.10492862188971,35.189541207595958],[129.10477852055755,35.189638960173141],[129.10463936708246,35.189747080087805],[129.10451222267949,35.189864744582508],[129.10439805381924,35.189991059126797],[129.10429772900406,35.190125061064855],[129.10421201239188,35.19026573051773],[129.10414155734821,35.190411997680314],[129.10408689780178,35.190562750147386],[129.10404845164194,35.190716838277247],[129.10402651115288,35.190873091546443],[129.10402124414333,35.191030320337411],[129.1040326886658,35.191187326827269],[129.10406075984898,35.191342917519719],[129.10410524339463,35.191495907839304],[129.10416580127685,35.191645132875593],[129.10424197083572,35.191789457313426],[129.10433317481608,35.191927783415245],[129.10443871817728,35.192059056473944],[129.10455779717674,35.192182280021086],[129.10468950592121,35.192296513938153],[129.10483284327321,35.192400890595223],[129.1049867161272,35.192494613907506],[129.10514995501291,35.192576970850631],[129.10532131638109,35.192647335939824],[129.1054994980131,35.192705172830138],[129.10568314134323,35.192750040597858],[129.10587084913635,35.192781598916838],[129.10606119425731,35.192799607041202],[129.10625272744932,35.192803928210814],[129.10644398939789,35.192794528589914],[129.10663352617783,35.192771480668632],[129.10681989467608,35.192734959584364],[129.10700167578895,35.192685243847926],[129.10717748641505,35.192622710675472],[129.10734598935778,35.192547836757988],[129.10750590090765,35.192461192749768],[129.10765600389587,35.192363436782763],[129.10779515644438,35.192255312545875],[129.10792230066184,35.192137644659944],[129.10803646680489,35.192011326900399],[129.10813678756958,35.191877322907509],[129.10822249777024,35.191736649960525],[129.10829294754959,35.191590380604204],[129.1083475987802,35.191439627368204],[129.10838603703326,35.191285537197651],[129.10840796921957,35.191129283369264],[129.10841322888072,35.190972055503067]]]}"
이천시,무단횡단사고다발지현황,6345546,2017081,4150010100,131341001,경기 이천1,경기도 이천시 창전동(중앙사거리 부근),12,12,0,4,7,1,127.4444586,37.28109269,"{""type"":""Polygon"",""coordinates"":[[[127.01627837215545,37.493953493955082],[127.01627077578399,37.493796346026699],[127.01624601915877,37.493640323028544],[127.0162042915595,37.493486612815481],[127.01614590793955,37.493336385722991],[127.01607131577353,37.493190784680749],[127.01598108040051,37.493050917041394],[127.01587588958645,37.49291784829078],[127.01575654454206,37.492792591196149],[127.01562395205498,37.492676097663207],[127.01547912337476,37.492569256028837],[127.01532315958842,37.492472878383971],[127.01515724711336,37.492387697852386],[127.01498264868384,37.492314363147322],[127.01480069433779,37.49225343312775],[127.01461276789171,37.492205369533295],[127.01442029900159,37.492170540558249],[127.01422475306151,37.492149209093384],[127.01402761872916,37.49214153808353],[127.01383039437877,37.492147586866857],[127.01363458359808,37.492167308452515],[127.01344167368219,37.492200552136062],[127.01325313448307,37.492247067099754],[127.01307039921808,37.49230649692479],[127.01289486100384,37.492378391293769],[127.01272785365228,37.492462202304935],[127.01257064936389,37.492557291672298],[127.01242444285769,37.492662936066942],[127.01229034907479,37.492778332513986],[127.01216938732453,37.492902601029897],[127.01206247780863,37.493034797225256],[127.0119704348153,37.49317391497943],[127.01189395987771,37.493318894522965],[127.01183363265167,37.493468633214825],[127.01178991426529,37.49362199186475],[127.01176313821333,37.493777802806676],[127.01175350576402,37.493934879794239],[127.01176109267203,37.494092028844221],[127.01178583897001,37.494248051799723],[127.01182755903397,37.494401763497592],[127.01188593478608,37.494551992642187],[127.01196052011609,37.494697597147351],[127.01205074991012,37.494837466878664],[127.01215593655427,37.494970538963329],[127.01227527897039,37.495095799631414],[127.0124078693195,37.495212296864068],[127.01255269977634,37.495319142225725],[127.01270866584051,37.495415523498437],[127.0128745821567,37.495500707452827],[127.01304918474273,37.495574045267013],[127.01323114679363,37.495634978001391],[127.0134190808995,37.495683043819987],[127.013611558297,37.49571787536695],[127.01380711221967,37.495739206992063],[127.01400425710924,37.495746878436087],[127.01420148978602,37.495740829427845],[127.01439731089395,37.49572110788484],[127.01459022948224,37.495687861819768],[127.01477877654919,37.495641344804],[127.0149615175131,37.495581912412689],[127.01513706244342,37.495510015055089],[127.01530407396488,37.495426200709893],[127.01546128088151,37.495331107769047],[127.01560748726327,37.495225459665427],[127.015741581532,37.495110059500355],[127.01586254100442,37.494985787356626],[127.01596944667919,37.494853587738447],[127.01606148437897,37.494714467771814],[127.01613795274875,37.494569484616839],[127.01619827231501,37.494419743700789],[127.01624198105694,37.494266383375681],[127.01626874912631,37.494110572273506],[127.01627837215545,37.493953493955082]]]}"
부천시,무단횡단사고다발지현황,6345350,2017081,4119710200,132341001,경기 부천소사1,경기도 부천시 소사구 심곡본동(심곡길의원 부근),7,7,0,5,2,0,126.7751392,37.47886288,"{""type"":""Polygon"",""coordinates"":[[[126.80788933489515,35.16398017683948],[126.8078823096872,35.16382296092663],[126.80785862568462,35.163666845482773],[126.80781846287134,35.163513019062719],[126.80776212764566,35.163362652903174],[126.8076900474111,35.163216890973914],[126.80760277283808,35.163076841876027],[126.80750096583689,35.16294357246251],[126.80738540294134,35.162818097038311],[126.80725696219238,35.16270137007313],[126.80711662319837,35.162594278989651],[126.8069654528915,35.162497640476701],[126.80680460123573,35.162412188744185],[126.80663529244369,35.162338575474244],[126.80645881628632,35.162277358952515],[126.80627651489647,35.162229006698979],[126.80608977516958,35.162193885506859],[126.80590001887001,35.162172263190222],[126.80570869059466,35.162164304007234],[126.80551724459359,35.162170069486855],[126.8053271393143,35.162189514790768],[126.80513982200333,35.162222492232026],[126.80495671663999,35.162268750303724],[126.80477921621549,35.162327938142624],[126.80460867396789,35.1623996036747],[126.80444638573269,35.16248320343152],[126.80429358777226,35.162578099831457],[126.80415144131392,35.162683571909994],[126.80402103035496,35.162798815305756],[126.80390334619172,35.162922953892142],[126.80379928409481,35.163055043363649],[126.80370963665894,35.163194078409724],[126.80363508715219,35.163338999888765],[126.80357620063796,35.163488705596322],[126.80353342721267,35.163642056594341],[126.80350709205179,35.163797885268515],[126.80349739642013,35.163955005251978],[126.80350441208591,35.164112222213163],[126.80352808786692,35.164268338401747],[126.80356824293111,35.164422165234029],[126.80362457219852,35.164572533242918],[126.80369664518597,35.164718298383804],[126.80378391582471,35.164858349305419],[126.80388571904057,35.164991621758261],[126.80400127952042,35.165117100449621],[126.80412971819105,35.165233831705912],[126.80427005879061,35.165340925315206],[126.80442123105473,35.165437567170777],[126.80458208606574,35.165523022065827],[126.80475139840331,35.165596639117467],[126.80492788147217,35.165657857266282],[126.80511018963844,35.165706212503366],[126.80529693582351,35.165741335267306],[126.80548670022182,35.165762958610301],[126.80567803799796,35.165770917341341],[126.8058694913299,35.165765152604124],[126.80605960483075,35.165745706555484],[126.80624693099647,35.165712727806664],[126.80643004342373,35.165666466990245],[126.80660754888402,35.16560727773043],[126.80677809727722,35.165535608583895],[126.80694038929776,35.16545200578777],[126.80709318967389,35.165357106120673],[126.80723533599928,35.165251631541729],[126.80736574756398,35.165136383829442],[126.8074834297699,35.165012241900428],[126.8075874885116,35.164880149266381],[126.80767713019064,35.164741112229343],[126.80775167499721,35.164596187332506],[126.80781055362939,35.164446479536764],[126.80785331949085,35.164293127862273],[126.80787964655299,35.164137298161741],[126.80788933489515,35.16398017683948]]]}"
부천시,무단횡단사고다발지현황,6345621,2017081,4119910400,135541001,경기 부천오정1,경기도 부천시 오정구 원종동(나들이사거리 부근),4,7,0,2,5,0,126.8107128,37.52417554,"{""type"":""Polygon"",""coordinates"":[[[129.02620035024441,35.103108758382],[129.02618907271989,35.102951738170582],[129.02616118703108,35.102796122613839],[129.02611690296337,35.102643096490944],[129.02605655829015,35.102493824931116],[129.02598061418064,35.102349442652638],[129.02588964635487,35.102211050468831],[129.02578434808629,35.102079699923614],[129.02566552139149,35.101956391600602],[129.02553407021242,35.101842062587536],[129.02539099380121,35.101737584757821],[129.02523738319422,35.101643752193688],[129.02507440580661,35.101561278676641],[129.0249033031387,35.101490792308049],[129.02472537532168,35.101432830295167],[129.02454197879149,35.101387831768569],[129.02435450769585,35.101356140721933],[129.02416438937573,35.101337998856621],[129.02397307113958,35.101333542142122],[129.02378200830236,35.101342806376451],[129.02359265416669,35.101365719197602],[129.02340645030588,35.101402108320023],[129.02322481440154,35.101451696277351],[129.02304912715198,35.101514104192702],[129.02288072802159,35.101588859044142],[129.0227208965471,35.101675391193609],[129.02257085027961,35.101773041624455],[129.02243172953092,35.101881067541491],[129.02230459528116,35.101998647805424],[129.02219041387332,35.102124885828566],[129.02209005395693,35.102258822234447],[129.02200427993924,35.102399436741841],[129.02193374563714,35.102545660865921],[129.02187898553359,35.102696379830043],[129.02184041835014,35.102850447847608],[129.02181833833643,35.103006691836974],[129.02181291108008,35.103163922293078],[129.02182418026865,35.103320943120032],[129.0218520579653,35.103476559867701],[129.02189633462757,35.103629587720853],[129.02195667270703,35.103778861497638],[129.02203261123475,35.103923246412364],[129.02212357466047,35.104061641571697],[129.02222886984427,35.104192995341251],[129.02234769486338,35.104316307039461],[129.02247914582668,35.104430639476007],[129.02262222348872,35.104535120673539],[129.022775836775,35.104628956447385],[129.02293881818906,35.104711432918606],[129.02310992610813,35.10478192189602],[129.02328786024162,35.104839886093139],[129.02347126396154,35.104884886312988],[129.02365874290174,35.104916578510469],[129.02384886948292,35.104934720949238],[129.02404019614559,35.104939177642393],[129.02423126731873,35.104929912792542],[129.02442062944655,35.104906998780429],[129.02460684071283,35.104870607927765],[129.02478848321093,35.104821017753501],[129.02496417604229,35.104758607201866],[129.02513257957273,35.104683849374915],[129.025292414132,35.104597314001104],[129.02544246207518,35.104499660195081],[129.02558158303964,35.104391630854508],[129.02570871603857,35.104274047222816],[129.02582289476709,35.104147805989939],[129.02592325065706,35.104013866629892],[129.02600901942355,35.103873249513654],[129.02607954740918,35.103727023205373],[129.02613430032306,35.103576302547978],[129.0261728596619,35.103422233379561],[129.02619493141455,35.103265988816773],[129.02620035024441,35.103108758382]]]}"
