시군명,사고구분명,다발지식별자,다발지역그룹식별자,법정동코드,지점번호,관할경찰서,위치정보,발생건수,사상자수,사망자수,중상자수,경상자수,부상자신고자수,경도,위도,폴리곤정보
광주시,무단횡단사고다발지현황,6345648,2017081,4161010500,131441002,경기 광주2,경기도 광주시 탄벌동((두진아파트앞) 부근),5,5,0,0,5,0,127.2492995,37.4149579,"{""type"":""Polygon"",""coordinates"":[[[127.02163189074246,37.645389342383957],[127.02162427118775,37.645232198643299],[127.02159945778079,37.645076180347644],[127.02155763684388,37.644922475302224],[127.02149912742786,37.644772253816896],[127.0214243768439,37.6446266578725],[127.02133395161491,37.644486797479928],[127.02122854097159,37.644353735372512],[127.02110894779345,37.644228485168043],[127.0209760818871,37.644111998724199],[127.02083095319556,37.644005164309817],[127.02067466847856,37.643908793974504],[127.02050841546114,37.643823620781575],[127.02033346060261,37.643750293392813],[127.02015113326394,37.643689370597471],[127.01996282348966,37.643641314093912],[127.0197699627239,37.643606491116358],[127.01957401932633,37.643585167206979],[127.0193764849972,37.643577502555914],[127.01917886227821,37.643583557358916],[127.01898265440751,37.643603283664142],[127.01878935507015,37.643636533442304],[127.01860043596878,37.643683053127603],[127.01841733320222,37.643742487166861],[127.01824144268851,37.643814385210625],[127.01807410091611,37.643898199329477],[127.01791658263278,37.643993291213953],[127.01777008494361,37.644098937516276],[127.01763572501036,37.644214335247185],[127.01751452416542,37.644338604413619],[127.01740740442958,37.644470800621512],[127.01731518169835,37.644609916848957],[127.01723855885778,37.644754896035401],[127.01717811670241,37.644904632845638],[127.01713431723383,37.64505798900511],[127.01710749456585,37.645213796866791],[127.017097850317,37.645370870207906],[127.01710546034322,37.645528014171589],[127.01713026447972,37.645684033336771],[127.01717207668595,37.645837739871936],[127.01723057817627,37.645987963421909],[127.01730532188037,37.64613356194306],[127.01739574148444,37.646273425346294],[127.0175011479286,37.646406490806761],[127.01762073846095,37.646531744604772],[127.01775360335525,37.646648234773487],[127.01789873269931,37.646755072930887],[127.01805501971351,37.64685144691363],[127.01822127660301,37.646936623547568],[127.01839623679088,37.64700995406637],[127.01857857075424,37.647070879585691],[127.01876688824719,37.647118938324397],[127.01895975759112,37.647153762980331],[127.01915571016575,37.647175087960349],[127.01935325399189,37.647182753041776],[127.01955088623936,37.647176698015777],[127.01974710338052,37.647156970840982],[127.01994041144857,37.647123719573081],[127.02012933847561,37.647077197823158],[127.02031244812207,37.64701776120711],[127.0204883442607,37.646945860152705],[127.02065569023227,37.646862042680816],[127.0208132111614,37.646766947202778],[127.02095970986262,37.646661297175584],[127.02109406914332,37.646545895701671],[127.02121526769109,37.646421622887807],[127.02132238355482,37.646289423238898],[127.02141460095673,37.646150303881392],[127.02149121717258,37.646005321971003],[127.02155165160931,37.645855582925599],[127.02159544249972,37.645702225087739],[127.02162225599062,37.645546416155447],[127.02163189074246,37.645389342383957]]]}"
성남시,무단횡단사고다발지현황,6345391,2017081,4113310500,133241001,경기 성남중원1,경기도 성남시 중원구 상대원동(상대원시장앞 부근),7,7,0,2,5,0,127.1581771,37.43718174,"{""type"":""Polygon"",""coordinates"":[[[127.71113766059129,34.769394252128109],[127.71112894295104,34.769237077718131],[127.71110365823461,34.769081127784759],[127.71106199861208,34.768927589623921],[127.71100428187309,34.768777632272027],[127.71093094593435,34.768632396596651],[127.71084254990886,34.768492987179421],[127.71073976753063,34.768360466016176],[127.71062337838264,34.768235841711864],[127.71049427115551,34.768120062262156],[127.71035342723627,34.768014007869006],[127.71020191742065,34.767918487340637],[127.71004089751253,34.767834226377566],[127.70987158974738,34.76776186760609],[127.70969528495212,34.767701959754483],[127.70951332397425,34.76765495948986],[127.70932709111422,34.767621226019813],[127.70913800427483,34.767601013895934],[127.7089475029556,34.767594477544051],[127.70875703513335,34.767601667679941],[127.7085680517954,34.767622528613551],[127.70838199055798,34.767656900982274],[127.70820026802947,34.767704525370767],[127.70802426668864,34.767765037823892],[127.70785532616371,34.767837977074961],[127.70769473122765,34.767922789975991],[127.70754370414626,34.768018829705881],[127.70740339596433,34.768125366605346],[127.7072748733934,34.768241588197888],[127.70715911337712,34.76836661092063],[127.70705699982167,34.768499483735539],[127.70696930722107,34.768639195370234],[127.70689670395184,34.768784681525048],[127.70683974355573,34.768934835708187],[127.70679885819607,34.769088515558138],[127.70677435976785,34.769244550957033],[127.70676643554803,34.76940175395687],[127.70677514384782,34.769558929607982],[127.70680042057728,34.769714880456469],[127.70684207271619,34.769868419180519],[127.70689978270677,34.770018378502684],[127.70697311283736,34.770163617495619],[127.70706150416466,34.770303028798885],[127.70716428310418,34.770435553037331],[127.70728067017521,34.770560180610772],[127.70740977675243,34.770675964325946],[127.70755062146183,34.77078202117341],[127.70770213349044,34.770877544948306],[127.70786315805766,34.770961808947753],[127.70803246954351,34.771034171360633],[127.70820878024651,34.771094080664447],[127.7083907480535,34.771141082827803],[127.70857698845668,34.771174818585422],[127.70876608331946,34.771195031540046],[127.70895659399147,34.771201567238727],[127.70914706897308,34.771194377669026],[127.70933606029804,34.771173515820301],[127.70952212901453,34.771139141084831],[127.70970385829145,34.771091514726045],[127.70987986544499,34.771031000758953],[127.71004881175634,34.770958057816372],[127.71020940903824,34.770873241842061],[127.71036043819666,34.770777198843035],[127.710500747033,34.770670659481645],[127.71062926880923,34.77055443363124],[127.71074502661259,34.770429407661993],[127.7108471366017,34.770296531808789],[127.71093482439333,34.770156818338151],[127.71100742175031,34.770011328927552],[127.71106437531724,34.769861172845687],[127.71110525313833,34.769707492511699],[127.71112974354314,34.769551456282066],[127.71113766059129,34.769394252128109]]]}"
안양시,무단횡단사고다발지현황,6345417,2017081,4117310400,131241001,경기 안양동안1,경기도 안양시 동안구 호계동(쵸이스피부과 부근),4,4,0,3,1,0,126.9515385,37.39065286,"{""type"":""Polygon"",""coordinates"":[[[126.85158255327366,37.502598099246995],[126.85157530157197,37.502440944011354],[126.85155088662871,37.50228488974652],[126.8515094917372,37.502131124528184],[126.85145143270294,37.501980819125585],[126.85137715340831,37.501835116161445],[126.85128721678969,37.501695126458081],[126.85118230836115,37.501561913734811],[126.85106322717699,37.501436492756902],[126.85093087915151,37.501319816681459],[126.85078627028543,37.501212775219059],[126.85063050338088,37.501116181998391],[126.85046476222698,37.501030771776875],[126.85029030938489,37.500957195021932],[126.85010847039838,37.500896012417627],[126.84992063159581,37.500847687643045],[126.84972822083776,37.500812589971616],[126.84953270305752,37.50079098703673],[126.84933556672071,37.500783041152587],[126.84913831133804,37.500788814653845],[126.84894243735823,37.500808261728153],[126.84874943592017,37.500841236471636],[126.84856077645951,37.50088748741215],[126.84837789310581,37.50094666103908],[126.84820218009818,37.501018308987952],[126.84803497257977,37.501101885229325],[126.84787754427491,37.501196753265504],[126.84773109160604,37.501302191449582],[126.84759673138497,37.501417398379161],[126.84747548495196,37.501541495511347],[126.84736827467168,37.501673539760617],[126.84727591712881,37.50181252526243],[126.84719911622874,37.501957395952537],[126.84713845412922,37.502107047318127],[126.84709439449817,37.502260341737859],[126.84706727342829,37.502416112035853],[126.84705729481423,37.502573172271788],[126.84706453705003,37.502730327692284],[126.8470889427726,37.50288638278618],[126.84713032896886,37.503040149452715],[126.84718838009755,37.503190456878585],[126.84726265251641,37.503336162379554],[126.84735258349808,37.503476155056298],[126.84745748769969,37.503609371099117],[126.84757656619537,37.503734795641876],[126.84770891315253,37.50385147541914],[126.84785352260297,37.50395852060791],[126.84800929172667,37.504055117466201],[126.8481750366672,37.50414053112614],[126.84834949474823,37.50421411101577],[126.84853134026703,37.504275296355829],[126.8487191866965,37.504323623384067],[126.84891160594447,37.504358722758589],[126.84910713281964,37.504380326794262],[126.84930427858002,37.504388273143455],[126.84950154342859,37.504382499457357],[126.84969742662904,37.504363051553938],[126.84989043676237,37.504330075362276],[126.85007910412861,37.504283822398506],[126.85026199435809,37.504224646234711],[126.85043771300268,37.504152995312481],[126.85060492474803,37.504069415751573],[126.85076235574131,37.503974544150559],[126.85090880947854,37.50386910226463],[126.85104316911526,37.503753891608696],[126.85116441332907,37.503629790838872],[126.85127161982274,37.503497743151186],[126.85136397212666,37.503358754514657],[126.85144076649449,37.503213881088847],[126.85150142096708,37.503064227469565],[126.85154547210823,37.502910931346726],[126.85157258408317,37.502755159947988],[126.85158255327366,37.502598099246995]]]}"
광주시,무단횡단사고다발지현황,6345523,2017081,4161010800,131441003,경기 광주3,경기도 광주시 중대동(중대교 부근),4,4,1,1,2,0,127.2131226,37.40569887,"{""type"":""Polygon"",""coordinates"":[[[126.81297601839081,37.524188728962365],[126.81296884630027,37.524031571799767],[126.81294450439701,37.523875510834543],[126.81290317768052,37.52372173330442],[126.81284518143762,37.523571410072613],[126.81277095567957,37.523425684779852],[126.8126810674682,37.523285666648157],[126.81257619855596,37.523152420495144],[126.81245714883622,37.52302696044601],[126.81232482282813,37.52291024264553],[126.8121802297748,37.52280315444407],[126.81202446897304,37.522706509807001],[126.8118587252722,37.522621046586067],[126.81168426014627,37.522547412948789],[126.81150240261768,37.522486170031073],[126.81131453574673,37.522437784649064],[126.81112208876277,37.522402623846403],[126.81092652687465,37.522380955737042],[126.8107293388601,37.522372945828316],[126.81053202352327,37.522378653336894],[126.81033608399143,37.52239803656385],[126.81014301192597,37.522430947394255],[126.8099542739142,37.5224771348228],[126.8097713091767,37.522536248545038],[126.80959550920998,37.52260783793637],[126.80942821095027,37.5226913574189],[126.80927068765646,37.522786173617732],[126.80912413988408,37.522891562602666],[126.80898968178253,37.523006723326716],[126.80886833654411,37.523130780301926],[126.80876102730944,37.523262788051277],[126.8086685714085,37.523401741889579],[126.80859167237135,37.523546585086002],[126.80853091647258,37.523696215151872],[126.80848676471587,37.523849493707537],[126.8084595538956,37.524005253698171],[126.80844949196695,37.524162310182277],[126.80845665345714,37.524319466613697],[126.80848098612647,37.52447552840065],[126.80852230413261,37.524629307372535],[126.80858029245351,37.524779632622305],[126.80865451131857,37.524925360447952],[126.80874439499868,37.525065382458351],[126.80884925967486,37.52519863102858],[126.80896830668945,37.525324094643075],[126.80910063048219,37.525440816140801],[126.80924522410615,37.525547908072085],[126.80940098824711,37.525644556358245],[126.80956673572547,37.525730023023648],[126.80974120495245,37.525803659796097],[126.80992306900981,37.525864905457425],[126.81011094463896,37.52591329310814],[126.81030339898392,37.525948455616074],[126.81049896997266,37.525970124835041],[126.81069616854266,37.525978136125303],[126.81089349223312,37.525972427532096],[126.81108944099893,37.525953043483412],[126.8112825229063,37.525920131217852],[126.81147126770847,37.525873941764743],[126.81165423933901,37.525814825509634],[126.81183004609193,37.525743233154081],[126.81199734859601,37.52565971035304],[126.81215487346331,37.525564890582245],[126.81230142231941,37.525459497893472],[126.81243588098202,37.525344333446199],[126.81255722401279,37.525220272828491],[126.8126645294617,37.525088262535974],[126.81275697900662,37.524949304648011],[126.81283387151501,37.524804458707962],[126.8128946197872,37.524654826379987],[126.81293876305129,37.52450154611244],[126.81296596477092,37.524345785012194],[126.81297601839081,37.524188728962365]]]}"
부천시,무단횡단사고다발지현황,6345447,2017081,4119510800,132641003,경기 부천원미3,경기도 부천시 원미구 중동(동아꿈마을10단지APT 부근),6,6,0,1,5,0,126.7807452,37.50063366,"{""type"":""Polygon"",""coordinates"":[[[126.81016731389975,35.161526836421331],[126.81016028554139,35.161369619633746],[126.81013659780143,35.161213505432023],[126.81009643181299,35.161059679669663],[126.81004009399089,35.160909314480072],[126.80996801176605,35.160763552923953],[126.80988073470316,35.16062350629138],[126.80977892694193,35.160490238731008],[126.80966336391631,35.160364765429023],[126.80953492477384,35.160248039943625],[126.80939458690023,35.160140952371833],[126.80924341724199,35.16004431667767],[126.80908256793802,35.159958867963702],[126.8089132631907,35.159885256987479],[126.80873679052984,35.159824044702773],[126.80855449209207,35.159775694997599],[126.80836775801308,35.159740577362648],[126.80817800672872,35.159718959566142],[126.80798668281301,35.159711004035422],[126.80779524376065,35.159716773192066],[126.80760514468841,35.159736221249368],[126.8074178327804,35.159769202295834],[126.80723473416235,35.159815464809682],[126.80705724179705,35.159874655195786],[126.80688670554517,35.159946324941629],[126.80672442450502,35.160029927867434],[126.8065716337786,35.160124827262827],[126.80642949564385,35.160230301245157],[126.80629909072621,35.160345548117775],[126.80618141358454,35.160469689048398],[126.80607735833041,35.160601780609007],[126.80598771861202,35.160740816577793],[126.80591317433027,35.160885740485398],[126.80585429491525,35.1610354474359],[126.80581152711618,35.161188799364623],[126.80578519717129,35.161344627754765],[126.80577550518471,35.161501748933425],[126.80578252621325,35.161658964979075],[126.8058062057252,35.161815080827587],[126.80584636395811,35.161968907904111],[126.80590269472523,35.16211927493697],[126.80597477081754,35.162265037907851],[126.80606204173613,35.162405088154891],[126.80616384571314,35.162538358754539],[126.80627940632409,35.162663835323521],[126.80640784559272,35.162780564210685],[126.80654818396697,35.162887655203292],[126.80669935448506,35.162984294233404],[126.80686020714454,35.1630697461094],[126.80702951764106,35.163143359977731],[126.80720599610765,35.163204574784309],[126.80738830023115,35.163252926564553],[126.80757504297137,35.163288044881661],[126.80776480234603,35.163309664605627],[126.80795613355799,35.163317620572982],[126.80814758214377,35.163311851269206],[126.80833768944402,35.16329240156513],[126.80852500800194,35.163259420099884],[126.80870811477297,35.16321315574902],[126.80888561327839,35.163153963046533],[126.80905615347103,35.163082290575275],[126.80921843829539,35.162998684610237],[126.80937123253443,35.162903781954121],[126.809513371641,35.162798304576306],[126.80964377496005,35.162683054276577],[126.80976145014392,35.162558910003753],[126.80986550204254,35.162426815281066],[126.80995513821526,35.162287775531112],[126.81002967668365,35.162142850003278],[126.81008854931497,35.161993140971461],[126.81013130955841,35.16183978746519],[126.81015763141301,35.161683957147545],[126.81016731389975,35.161526836421331]]]}"
하남시,무단횡단사고다발지현황,6345522,2017081,4145010600,135241001,경기 하남1,경기도 하남시 신장동(신장사거리 부근),8,11,0,3,7,1,127.205028,37.53877943,"{""type"":""Polygon"",""coordinates"":[[[127.01187948171632,36.785264905060146],[127.01187194860601,36.785107737754373],[127.01184741574605,36.784951697829946],[127.01180606736588,36.784797970559659],[127.01174821890267,36.78464772732454],[127.01167431261172,36.784502110271625],[127.01158490861492,36.784362229573581],[127.01148068835711,36.784229148119167],[127.01136244564961,36.784103879674753],[127.01123108002443,36.78398737623791],[127.01108759002041,36.783880526208421],[127.01093306990072,36.783784141755788],[127.01076869398086,36.783698956052056],[127.01059571442239,36.783625617855513],[127.01041544557923,36.78356468603878],[127.01022926180445,36.783516622369532],[127.01003857838406,36.783481794137522],[127.00984484822399,36.783460466930116],[127.00964954282496,36.78345280094878],[127.00945415113117,36.783458856413596],[127.00926015829283,36.783478585362658],[127.00906904113569,36.783511839746502],[127.00888225475106,36.783558365963643],[127.00870122014904,36.783617808414817],[127.00852731412941,36.783689716672058],[127.00836186145708,36.783773542740896],[127.00820612137004,36.783868648215041],[127.00806127746037,36.783974309641962],[127.00792843427867,36.784089723916225],[127.00780860162753,36.784214010917289],[127.00770269111857,36.784346226114259],[127.00761150943561,36.784485362339375],[127.00753575152829,36.784630362379033],[127.00747599163276,36.784780120738198],[127.00743268765359,36.784933498982298],[127.00740616657413,36.785089328380352],[127.00739663107919,36.785246425256609],[127.00740415506255,36.785403591872956],[127.00742868015131,36.785559633542213],[127.00747001904097,36.785713362247954],[127.0075278599052,36.785863607480742],[127.00760175960451,36.786009226126694],[127.00769115820034,36.786149110641759],[127.00779537442897,36.786282195344199],[127.00791361459574,36.786407467270408],[127.00804497924582,36.786523974317042],[127.00818846987016,36.786630827974669],[127.0083429921865,36.786727215963467],[127.00850737181273,36.786812405003978],[127.0086803575954,36.78688574624119],[127.00886063166338,36.786946680696325],[127.00904682283286,36.786994746535278],[127.00923751447826,36.787029575496312],[127.00943125454729,36.787050904651458],[127.00962656792723,36.787058571049414],[127.00982196987439,36.787052515377219],[127.01001597048396,36.787032784683312],[127.01020709600519,36.786999529760806],[127.01039388998878,36.786953001546031],[127.01057493230888,36.786893556604973],[127.01074884260305,36.786821645427544],[127.01091429930453,36.78673781611068],[127.0110700419323,36.786642707154748],[127.01121488681707,36.786537042117999],[127.01134772937849,36.786421624215627],[127.01146755983292,36.786297333678405],[127.01157346663554,36.786165115144641],[127.01166464322078,36.786025974982032],[127.01174039477681,36.785880973200818],[127.01180014727765,36.785731212671912],[127.01184344415827,36.785577832801998],[127.01186995532873,36.785422001456219],[127.01187948171632,36.785264905060146]]]}"
용인시,무단횡단사고다발지현황,6345524,2017081,4146110100,131741001,경기 용인동부1,경기도 용인시 처인구 김량장동(인현인쇄기획 부근),7,7,0,4,3,0,127.2039997,37.23510562,"{""type"":""Polygon"",""coordinates"":[[[127.44113908858765,36.319386278869871],[127.44113072886871,36.319229124450125],[127.44110547494851,36.319073158055112],[127.44106351987669,36.318919566204187],[127.44100518370941,36.318769518343323],[127.4409309090581,36.318624156025038],[127.44084126220552,36.318484585697469],[127.44073692531231,36.318351868784546],[127.44061869307743,36.318227015374902],[127.44048746494381,36.318110977006896],[127.44034423953525,36.318004635848894],[127.44019010574739,36.317908800188576],[127.44002623829387,36.317824201727703],[127.4398538843494,36.317751482053609],[127.43967435463713,36.317691195340942],[127.43948901452414,36.317643801135958],[127.43929927734428,36.317609658945017],[127.43910658434814,36.317589029126886],[127.43891240248139,36.31758206928609],[127.43871821102304,36.317588830660327],[127.43852548598869,36.317609263521909],[127.43833569456871,36.317643211765557],[127.43815028176071,36.317690416507254],[127.43797065811604,36.317750519683543],[127.43779818971755,36.317823063143862],[127.43763419037975,36.317907494054708],[127.43747990827723,36.318003172103829],[127.43733651703602,36.318109366789507],[127.43720510681179,36.318225270937617],[127.43708667983182,36.318350003402344],[127.43698213590878,36.318482613564896],[127.43689227243095,36.31862209215037],[127.43681777098645,36.3187673784319],[127.43675920069809,36.318917366541783],[127.43671700595813,36.319070915381005],[127.43669150864744,36.319226855831857],[127.4366829025531,36.319384001572942],[127.43669125447349,36.319541155390056],[127.43671649974743,36.319697122697015],[127.43675844670274,36.319850716045764],[127.43681677552983,36.320000765944805],[127.43689104384039,36.320146130779719],[127.4369806844295,36.320285704926853],[127.43708501752316,36.320418424170093],[127.43720324742171,36.320543281026694],[127.437334475868,36.320659322952594],[127.43747770203451,36.32076566767018],[127.43763183700248,36.320861506783615],[127.4377957082168,36.320946108487398],[127.43796806838833,36.321018831095536],[127.43814760441055,36.321079120343221],[127.43833295072467,36.321126516607137],[127.43852269711664,36.321160660320054],[127.43871539874776,36.32118129107527],[127.43890958840923,36.321188252141326],[127.43910378989564,36.321181489567742],[127.43929652357625,36.321161055794207],[127.43948632199869,36.321127106052167],[127.43967174326093,36.321079899272853],[127.43985137324634,36.321019793579943],[127.44002384567955,36.320947247200486],[127.44018784881759,36.320862813057751],[127.44034213437047,36.320767131562221],[127.44048552641301,36.320660933319239],[127.4406169347653,36.320545025610976],[127.44073535945104,36.320420289692557],[127.44083989961266,36.320287677188695],[127.4409297590922,36.32014819476872],[127.44100425422675,36.320002905952158],[127.44106281719998,36.319852915782803],[127.44110500384184,36.319699365422181],[127.44113049251752,36.319543424034237],[127.44113908858765,36.319386278869871]]]}"
이천시,무단횡단사고다발지현황,6345328,2017081,4150010100,131341002,경기 이천2,경기도 이천시 창전동(창전사거리 부근),8,9,0,5,4,0,127.4470689,37.28439244,"{""type"":""Polygon"",""coordinates"":[[[126.71250496201381,35.963999014259009],[126.71249808232444,35.963841814986409],[126.71247437727372,35.963685700777667],[126.71243402479602,35.963531860163208],[126.71237733274249,35.963381464488101],[126.71230473454939,35.963235657065191],[126.71221678039929,35.96309554951182],[126.71211414069728,35.962962206446804],[126.71199759721532,35.962836643630425],[126.71186803656227,35.962719815300908],[126.71172644354735,35.962612612329153],[126.71157389797834,35.962515849577223],[126.71141155916382,35.962430263093246],[126.71124066375016,35.962356504689382],[126.71106251025194,35.962295136432111],[126.71087845690808,35.962246623416732],[126.71068990280595,35.962211336349263],[126.71049828352076,35.962189544305971],[126.71030505784792,35.962181411040589],[126.7101116955548,35.962187000313577],[126.70991966748532,35.96220626771305],[126.70973043550272,35.962239068702686],[126.70954544034923,35.962285153131972],[126.70936608830685,35.962344168754051],[126.70919374669295,35.962415668407942],[126.70902972503868,35.962499107188549],[126.70887527280155,35.962593849643149],[126.70873156378856,35.962699175076786],[126.70859969388539,35.962814282945146],[126.70848066550526,35.962938295455359],[126.70837538413609,35.963070270163691],[126.70828465166804,35.963209201733214],[126.70820915961268,35.963354034509678],[126.7081494802115,35.963503664264657],[126.70810606960723,35.963656953542291],[126.70807925893315,35.963812735205622],[126.7080692497663,35.963969823224957],[126.70807612067809,35.964127022637932],[126.70809981716945,35.964283137596979],[126.70814016156611,35.964436979548978],[126.70819684626247,35.964587377108202],[126.70826943804575,35.964733186904475],[126.70835738692824,35.964873297248438],[126.70846002266481,35.96500664343646],[126.70857656360405,35.965132209613337],[126.70870612321431,35.965249041438732],[126.7088477167181,35.965356247935588],[126.7090002642928,35.965453014134674],[126.7091626065688,35.965538603883147],[126.70933350679458,35.965612365269628],[126.70951166630944,35.965673736137063],[126.70969572669158,35.965722251310794],[126.70988428863974,35.965757540019261],[126.7100759163404,35.965779333136311],[126.71026915074233,35.965787466875597],[126.71046252181303,35.965781877462263],[126.71065455844186,35.965762609312428],[126.71084379850551,35.965729806985259],[126.71102880101616,35.965683720671898],[126.71120815946838,35.965624702676401],[126.71138050634993,35.965553200231938],[126.71154453196961,35.965469758328332],[126.71169898674944,35.965375012513242],[126.71184269680525,35.965269683583692],[126.71197456621952,35.965154572190265],[126.71209359259399,35.965030556232897],[126.71219887050168,35.964898578260062],[126.71228959815761,35.9647596437079],[126.71236508419629,35.964614808321315],[126.7124247565592,35.964465176407941],[126.71246815931744,35.964311885489316],[126.71249496157606,35.964156102752277],[126.71250496201381,35.963999014259009]]]}"
파주시,무단횡단사고다발지현황,6345545,2017081,4148025625,280641002,경기 파주2,경기도 파주시 법원읍(오마이치킨 부근),5,5,0,3,1,1,126.8733955,37.84933592,"{""type"":""Polygon"",""coordinates"":[[[127.42177218583666,36.329962975239972],[127.42176386279847,36.329805820688563],[127.4217386452155,36.329649850519523],[127.42169672252612,36.329496252180398],[127.42163841454008,36.329346195166771],[127.42156416698934,36.32920082020118],[127.42147454261463,36.329061235622262],[127.42137022452094,36.328928502061622],[127.42125200726339,36.328803630636166],[127.42112079017333,36.328687570323559],[127.42097757067391,36.328581206156159],[127.42082344094997,36.328485346598825],[127.42065957235268,36.328400720835383],[127.42048721317747,36.328327973359499],[127.42030767307283,36.328267658556463],[127.42012232082146,36.328220233490562],[127.41993256539929,36.328186060598263],[127.41973985152927,36.328165400473722],[127.41954564631858,36.328158408254403],[127.41935142700093,36.32816513902241],[127.41915867092111,36.328185539684135],[127.41896884550312,36.32821945707714],[127.41878339600345,36.328266632552278],[127.41860373214088,36.328326705570184],[127.41843122363555,36.328399220909731],[127.41826718127345,36.328483625949339],[127.41811285467296,36.328579277876614],[127.41796941668218,36.328685449085611],[127.41783796114615,36.328801332582962],[127.41771948730579,36.328926044680337],[127.4176148964418,36.329058637612235],[127.41752498518667,36.329198101332949],[127.41745043882473,36.329343376132201],[127.41739182237453,36.329493354430731],[127.41734958391253,36.329646896107924],[127.41732404565258,36.329802832100668],[127.41731539947432,36.329959975218422],[127.41732371359399,36.33011713006421],[127.41734892252443,36.330273101141543],[127.41739083709014,36.330426700975337],[127.41744913772823,36.330576760024591],[127.41752337892997,36.330722137504829],[127.41761299814763,36.330861725001093],[127.41771731243283,36.330994461793125],[127.4178355273462,36.331119336665807],[127.41796674362756,36.331235400536734],[127.41810996387846,36.331341768265467],[127.41826409589109,36.331437631278888],[127.41842796824484,36.331522260288196],[127.41860033253005,36.331595010701072],[127.41877987894307,36.331655328043027],[127.41896523850943,36.331702755172586],[127.419155002031,36.331736929590619],[127.41934772453871,36.331757590656579],[127.41954193866286,36.331764583204418],[127.41973616689901,36.331757852142026],[127.41992893163138,36.331737450571985],[127.42011876517303,36.331703531684312],[127.42030422202065,36.331656354173582],[127.42048389223221,36.331596278640987],[127.42065640589462,36.331523760384101],[127.42082045206519,36.331439352113122],[127.42097478100987,36.331343696738621],[127.42111821980933,36.331237521971275],[127.42124967459388,36.33112163491262],[127.42136814614555,36.330996919359158],[127.4214727332531,36.33086432318138],[127.42156263939823,36.330724856523659],[127.42163717945178,36.330579579185532],[127.421695788587,36.330429598823301],[127.42173801894964,36.330276055620388],[127.42176354857187,36.330120118686253],[127.42177218583666,36.329962975239972]]]}"
파주시,무단횡단사고다발지현황,6345527,2017081,4148035027,280641001,경기 파주1,경기도 파주시 광탄면(광신교 부근),5,5,0,3,2,0,126.84686,37.782031,"{""type"":""Polygon"",""coordinates"":[[[126.68870552650304,36.078051520186939],[126.68869868968714,36.077894323000834],[126.6886750007309,36.077738207190016],[126.68863464076597,36.077584361319062],[126.68857791659136,36.077433956765603],[126.68850526188211,36.077288137811983],[126.68841722727507,36.077148013465006],[126.68831448376227,36.07701465116908],[126.68819781391578,36.076889065929336],[126.68806810529711,36.076772213055925],[126.68792634386705,36.076664980908468],[126.68777361069095,36.076568187268983],[126.68761106651225,36.076482567518724],[126.68743994953232,36.076408774624547],[126.68726155997639,36.076347368217149],[126.68707725784665,36.076298817281746],[126.68688844525903,36.076263490122315],[126.6866965575437,36.076241656105253],[126.68650305552147,36.076233481099919],[126.68630941328254,36.076239028297699],[126.6861171026807,36.076258254500743],[126.68592758774743,36.076291013690152],[126.68574231137895,36.076337056033751],[126.6855626830779,36.076396032309887],[126.68539006898058,36.076467492035825],[126.68522578398404,36.076550893330285],[126.68507107845038,36.076645600117217],[126.68492712921272,36.076750892881854],[126.68479503069251,36.076865968608985],[126.6846757903369,36.076989952470498],[126.68457031414482,36.077121901331715],[126.68447940659173,36.077260810961796],[126.68440375722749,36.077405623153545],[126.68434394389411,36.077555236562716],[126.68430042044245,36.077708512934223],[126.68427351886629,36.077864285229644],[126.68426344364399,36.078021367505201],[126.68427027273358,36.0781785657367],[126.68429395308034,36.078334682296592],[126.68433430492479,36.078488528605028],[126.68439102058581,36.078638935039152],[126.6844636699448,36.078784757281852],[126.68455169814683,36.078924883519385],[126.68465443766466,36.079058248949437],[126.68477110494639,36.079183837562525],[126.68490081360967,36.079300694855057],[126.68504257442208,36.079407929633703],[126.68519530960729,36.079504726735891],[126.68535785725966,36.079590349766228],[126.6855289801734,36.079664146567168],[126.6857073746728,36.079725554689823],[126.6858916838664,36.079774108697848],[126.68608050545119,36.079809437516815],[126.68627240162711,36.079831272616545],[126.68646591132553,36.079839447193301],[126.68665956349325,36.079833900768179],[126.68685188270456,36.079814673816088],[126.68704140465708,36.079781913280165],[126.68722668843792,36.079735868146891],[126.68740632429167,36.079676890399725],[126.68757894259154,36.079605426965131],[126.68774323158304,36.079522022536565],[126.68789793968148,36.079427312376325],[126.68804189107699,36.07932201701059],[126.68817398801238,36.07920693683424],[126.68829322635888,36.079082949509996],[126.6883986990773,36.078950997368686],[126.68848960289904,36.078812085649936],[126.68856524511737,36.078667269924878],[126.68862505248812,36.078517654352098],[126.68866856804382,36.078364377230081],[126.6886954611594,36.078208603851962],[126.68870552650304,36.078051520186939]]]}"
